index,ground_truth,prediction,wer,cer
25,well i was yes i was nurse for 22 years at the queen elizabeth hospital in,well i was yes i was a nurse for 22 years at the queen elizabeth hospital in,0.0625,0.02702702702702703
26,i now have worked for the last ten years for social,i now have worked for the last 10 years for social,0.09090909090909091,0.058823529411764705
27,to the right and the nurses to the left what could possibly go wrong,and the nurses to the left what could possibly go wrong,0.21428571428571427,0.19117647058823528
28,nickel plated silver something like that,nickels plated silver or something like that,0.3333333333333333,0.1
29,there's money left in it i think it's very nice quality it's victorian yeah,reference i think it's a very nice quality it's victorian yep xl i think,0.7142857142857143,0.4266666666666667
30,theme going here and i love competitions you've tested me i've tested you here comes another,theme going here and i love competitions you've tested me i've tested you here comes another,0.0,0.0
31,speaking yeah if it's art deco it,speaking if it's art deco' uh,0.42857142857142855,0.24242424242424243
32,confused because you said victorian but 1920 you're very close but that wasn't the victorian,confused because you said victorian but 1920 you're very close but that wasn't the victorian,0.0,0.0
33,condition it's great but i really would be happy to see it an awful lot less so do you want to do your magic but i can try i would think,condition it's great but i really would be happy to see it in an awful lot less so do you want to do your magic but i would think,0.12903225806451613,0.09558823529411764
34,going to take you to look at something tribal that i found recently on,i'm going to take you to look at something tribal that i found recently on my travel,0.21428571428571427,0.2
35,just take gander of what you can achieve in these fairs,just take a gather of what you can achieve in these fairs,0.18181818181818182,0.07272727272727272
36,purpose and this one is in the form of a,purpose and this one is in the form of a,0.0,0.0
37,fancy what you did in your tribal setup was to wind some sort of string or length of wool or leather around the middle of this thing in other words it's a kind of skein holder if you,fancy what you did in your tribal set up was to wind some sort of string or lether of wall or letter in other words it's a kind of skin holder if you,0.3157894736842105,0.23076923076923078
38,four very interesting naive tribal carvings,four very interesting naive tribal carvings,0.0,0.0
39,now if you'd gone around the corner you might have found on the,if you've gone around the corner you might have found on the,0.15384615384615385,0.09523809523809523
40,either beaded or knotted or plaited in some elaborate sense and therefore if you were in that part of the world you'd desperately need one of,either beaded or notted or plated in some elaborate sense and therefore if you're in that part of the world you desperately need one of,0.19230769230769232,0.04964539007092199
41,that is a fraction of the cost of the air ticket to get you,that is a fraction of the cost of the air ticket to get you to west,0.14285714285714285,0.13559322033898305
42,about right yeah in which case they're going to come away from this at about right in which case they don't really need their bonus buy but we might just as well go and have a,right yeah in which case they're going to come away from this at about right in which case they don't really need their bonus by but we might just below and have look at anyway,0.2222222222222222,0.16
43,right now for the audience at home let's find out what the auctioneer thinks about caroline's chinese pot,right now for the audience at home let's find out what the orchanye thinks about caroline's chinese pot,0.05555555555555555,0.06666666666666667
44,so they'll be lucky if they get their money back but you never know you might ignite some interest,so they'd be lucky if they get their money back but you never know you might ignite some interest,0.05263157894736842,0.02040816326530612
45,it would be nice if it did but the time you've pushed it really hard we'll try very very hard,they would be nice if it doesn't we pushed it lp well we'll try very very hard,0.4,0.34408602150537637
46,body which means your core pressure drops dramatically and um people have died from going into,body which means your core pressure drops dramatically and people have died from going into,0.0625,0.031914893617021274
47,a seven metre tidal range today so we had to get him out fairly quickly,seven meter title range today so we had to get him out fairly quickly,0.2,0.09859154929577464
48,it's really important if it's sutured that it's sutured correctly so you don't you're not left with a,it's really important if it's suitured that it's suitured correctly so you're not left with a,0.2222222222222222,0.1188118811881188
49,on a week's holiday down here and they're stuck in the conservatory of the property they've said they've got water and things but obviously they can't get out so we're going to go up now and assess the situation and see what we can do to help maybe get some keys through the window or something to open it,weeks holiday down here and they're stuck in the conservatory of the property they've said they've got water in things but obviously they can't get out so we're going to go up now and assess situation and see what we can do to help maybe get some keys through window or something to open it,0.1016949152542373,0.05245901639344262
50,which is obviously couple of hours' drive away so we don't believe they're coming from there but at this stage we,obviously a couple of hours drive away so we don't believe they're coming from there but at this stage we,0.19047619047619047,0.10619469026548672
51,eased the pain dramatically to the extent where he was laughing and joking he thought it was rather funny and his friends which is a sign of the times were actually taking pictures of it and putting it on,he's the pain dramatically to the extent where he was laughing and joking i thought it was rather funny and his friends which was sign of the times were actually taking pictures of it and putting it in,0.1282051282051282,0.05392156862745098
52,long shopping trip dogs are famous for being man's best friend but can they be man's best team mate we're going to put that to the test,long shopping trip dogs are famous for being man's best friend but can there be man's best teammate we're going to put that to the test,0.1111111111111111,0.022222222222222223
53,him although he's a security dog he's been trained purely through play not aggression,although he's a security dog he's been trained purely through plain not aggression,0.14285714285714285,0.07058823529411765
54,barney does we go into secondary schools in the north wales area and he works with students with social emotional and behavioural,barney does we go into secondary schools in the north wales area and he works with students with social and emotional and behavioral,0.09090909090909091,0.03875968992248062
55,gaby tell me all about whizz whizz is a ten year old working,now tell me all about whizz whiz is a 10 year old working,0.23076923076923078,0.13333333333333333
56,to travel to retrieve it the more time it will cost them points will be banked once the dog has brought the buoy back to the handler the team with the highest score is the winner we flipped a coin to see who's going first and as lesley go,to travel to retrieve it the more time it will cost them points will be banked once the dog has brought the boy back to the handler the teen with the higher score is the winner now we flipped according to see who's going first and as leslie and whiz go,0.1836734693877551,0.09663865546218488
57,now all dogs love a treat but how about a treat for all of you at home it's time for daisy and whizz to do the wet dog,now all dogs love a treat but how about a treat for all of you at home it's time for days and wears to do the wet dog,0.07142857142857142,0.05084745762711865
58,and happiness of our dogs is our number one priority which is why we have five fabulous experts to look after,happiness of our dogs is our number one priority which is why we have five fabulous experts to look after,0.047619047619047616,0.03669724770642202
59,time for our next game and one in which speed is of the essence it's the turn of our celebrity team captains we,for our next game and one in which speed is of the essence and it's the turn of our celebrity team captains we,0.08695652173913043,0.08108108108108109
60,sport relief the money that is being raised will change the lives of some of the most vulnerable people around the world and right here in the uk,relief the money that is being raised will change the lives of some of the most vulnerable people around the world and right here in the uk,0.03571428571428571,0.041379310344827586
61,every text really can make difference so please do give if you can now it's time for game number three and a challenge that requires a good ear and some good behaviour we have our final two to play for team,every text really can make a difference so please do give if you can now it's time for game number three and a challenge that requires a good ear and some good behavior and we have our final two to play for team,0.07317073170731707,0.03398058252427184
62,of these terrier breeds is known as the king of the,of these terrier breeds is known as the king of the,0.0,0.0
63,congratulations that 2 1 lead will earn them a very handy time advantage as we arrive at the final deciding game yes it's time for the,one lead will earn them a very handy time advantage as we arrive at the final deciding game yes it's time for the,0.15384615384615385,0.16417910447761194
64,buzzer they will only get two attempts at each obstacle and they cannot move on until they hear this sound ding the team that completes the course in the fastest time will take overall victory and be in with the chance of going through to the grand final team matt are in,they will only get two attempts at each obstacle and they cannot move on until they hear this sound the team that completes the course in the fastest time will take overall victory and be in with a chance of going through to the grand final team mat are in the,0.09615384615384616,0.07380073800738007
65,to qualify for the semifinals well only the top four winning times of the series will make it through their time,qualify for the semi finals well only the top four winning times and the series will make it through and their time are,0.2857142857142857,0.13392857142857142
66,sign up for an event near you you can find all the details fundraising ideas and buy dog related sport relief treats at thanks,sign up for an event near you you can find all the details fundraising ideas and by dog related sport relief treats at bbc dot codot uk slash sport relief,0.3333333333333333,0.2619047619047619
67,no no no no no she's quite pretty actually what do we think,no no no no it's quite brilliant actually what do we think,0.23076923076923078,0.23728813559322035
68,day i'd come home and look at it and i'd tug one off,come home and look at it and i took one off,0.3076923076923077,0.25
69,yeah it's just i really wanted to get this forensic profile done in the quiet,yeah it's just really wanted to get this forensic profile done in the quiet,0.06666666666666667,0.025974025974025976
70,him that cos me and my brother tried to make him smoke you know for the internet,that because me and my brother tried to make him smoke you know for the internet,0.11764705882352941,0.1125
71,but he never learnt or he was too proud and then he died,he never heard he was too proud and then he died,0.23076923076923078,0.17857142857142858
72,there's a rock formation shaped like a cock and,there's a rock formation ship like a cocketon,0.3333333333333333,0.14893617021276595
73,jesus says why do you look at the speck of dust in your brother's eye when you have a plank in your own,do you look at the speck of saudist in your brother's eye when you have a plank in your own,0.17391304347826086,0.18446601941747573
74,would be weird if i hadn't cried so i understand ok,it'd be weird if i hadn't have cried so i understand if you're,0.36363636363636365,0.3333333333333333
75,no because i slept with her a lot many many times well once a week,no because i've set with her a lot many many times well once a week,0.13333333333333333,0.07575757575757576
76,vastly diminished on its own like i always say there's no i' in pizza,vastly diminished on its own like i always say there's no eye in pizza,0.07142857142857142,0.043478260869565216
77,have had sex many times with charlotte,have had sex many times with sharlotte,0.14285714285714285,0.02631578947368421
78,personally nah but i signed a contract to look after some lanky posh twat so might as,personally no but i signed a contract to look after some lanky post twitch so might as well,0.23529411764705882,0.12941176470588237
79,we lived in this really old house and every night i would hear this scratching sound yeah so one night i got up,lived in this really old house and every night i would hear this scratching sound so one night i got up,0.08695652173913043,0.07207207207207207
80,i went downstairs and there across the hallway were these tiny bloody footprints,downstairs and there across the hallway with these tiny bloody footprints,0.23076923076923078,0.125
81,so i went into the kitchen and there in front of me dripping with blood a kitten,so i went into the kitchen and there in front of me dripping with blood again,0.11764705882352941,0.0625
82,i'd like to apologise to each of yous for all my piss,i'd like to apologize to each of these for all my past,0.25,0.1320754716981132
83,on about being from the north but at the end of the day you're still an english,are about being from the north but at the end of the day you're still an english,0.058823529411764705,0.0379746835443038
84,to show you something of how nature itself can have extraordinary destructive force,to show you something of how nature itself can have extraordinary destructive force,0.0,0.0
85,instead of doing that we decided to create our own using,instead of doing that we decided to create our own using,0.0,0.0
86,going to come out of the back of here at well over 100mph possibly considerably more and i'm going to try and walk up the back and experience how it feels to,come out of the back of here of well over 100 miles an hour possibly considerably more and i'm going to try and walk up the back and experience how it feels to,0.21875,0.1464968152866242
87,i've just been pretty much blown into the next county,i've just been pretty much blown into the next county,0.0,0.0
88,imagine what would be caused by something heavier you have to say looking at this that there,imagine what would be caused by something heavier you have to say looking at this that they're,0.058823529411764705,0.021739130434782608
89,that tornadoes this remarkable force of nature have the power to make us feel incredibly fragile and vulnerable and for that reason they are without doubt,that tornados this remarkable force of nature have the power to make us feel incredibly fragile and vulnerable and for that reason they are without doubt deadly,0.07692307692307693,0.05194805194805195
90,river there are plenty of alligators here and this would be our most obvious choice but actually our target animal is just as prehistoric just as big and has even fiercer teeth,there are plenty of allegators here and this would be our most obvious choice but actually our target animal is just as prehistoric just as big and has even fits a teeth,0.125,0.06818181818181818
91,i think from the fact that bubba's cut his engines that this could be where we start,think from the fact that bubbers cut his engines that this could be where we start fish,0.17647058823529413,0.10714285714285714
92,so the way that this is working is we're going to put a whole bunch of rods all the way down the shore here places where we think there are fish and they have a,the way that this is working is we're going to put a whole bunch of rods all the way down the shore here places where we think they're our fish and they have a,0.08571428571428572,0.05
93,one of our lines is going and going fast it's just downriver now,one of our lines is going and going fast just down river now,0.23076923076923078,0.09375
94,absolutely awed and so surprised by a,absolutely odd and so surprised by a,0.14285714285714285,0.08108108108108109
95,even a good sized alligator is going to leave this well alone and it's just free to roam in these waters searching out for other fish to feed on perhaps feeding,even a good size allegator is going to leave this well alone and it's just free to roam in these waters searching out for other fish to feed on perhaps feeding,0.06451612903225806,0.0125
96,fang like pointed there's simply no way any prey is getting away once this has got hold of,like pointed there is simply no way any pray is getting away once this has got a hold of it,0.3333333333333333,0.14444444444444443
97,it this is the largest freshwater fish on the continent and i don't think that anyone seeing this is going to doubt that for a single second the alligator gar prehistoric,{lg} this is the largest freshwater fish on the continent and i don't think anyone's seeing this is going to doubt that for a single second the allegator guard prehistoric,0.16129032258064516,0.08235294117647059
98,a mighty monster with a mighty mouth and undoubtedly deadly,mighty monster with a mighty mouth and undoubtedly deadly,0.1,0.03389830508474576
99,i'm going to be putting on some dark gloves to cover up the white of my fingers,i'm going to be putting on some dark loves to cover up the white of my fingers,0.058823529411764705,0.012658227848101266
100,as being playful comics of the underwater world but then when you see a big male it is a whole different story they're so territorial those big teeth and they let,being playful comics of the underwater world but then when you see a big male it is a whole different story there's so territorial there's big teeth and they let,0.0967741935483871,0.06790123456790123
101,the red diamond rattlesnake is actually quite unusual what we saw earlier on as we came up to it is quite typical of this particular animal they go out and they actively seek their prey most,unusual what we saw earlier on as we came up to it is quite typical of this particular animal they go out and they actively seek their prey most,0.19444444444444445,0.24210526315789474
102,more proactive in how it finds its prey i have to say that i really wouldn't want to be a rat or a mouse out on a night like tonight with snakes like this just waiting to,more proactive and how it finds its prey i have to say that i really wouldn't want to be a rat or a mouse out on a night like tonight with snakes like this just waiting to,0.02702702702702703,0.011764705882352941
103,hunter and the largest rattlesnake in baja undeniably,hunter and the largest rattle snake in barha undeniably,0.375,0.05660377358490566
104,back in 2006 i was in a very high speed and subsequently very highly publicised car crash i was pulled from the wreckage with extensive brain injuries the road to recovery was for me long and tough but it was a lot tougher for my family i've been extremely lucky some brain injuries can leave a person needing constant care and long term rehabilitation imagine how much worse that is when it happens to a child,back in 2006 i was in a very high speed and subsequently very highly publicized car crash and was pulled from the reckage with extensive brain injuries the road to recovery was for me long and tough but it was a lot tough for my family i've been extremely lucky some brain injuries can leave a person needing constant care and long term rehabilitation imagine how much worse that is when it happens to a child,0.05263157894736842,0.01707317073170732
105,thankfully there is a charity dedicated to helping families like anne marie's it's called the children's trust and it's the uk's leading charity for children with brain,thankfully there is a charity dedicated to helping families like anmories it's called the children's trust and it's the uk's leading charity for children with brain indian,0.1111111111111111,0.07142857142857142
106,and i've seen how this charity helps young people with really complex health needs rebuild their lives on behalf of the children's trust i'm asking you to help these kids and their families have the best life possible at,i've seen how this charity helps young people with really complex health needs rebuild their lives on behalf of the children's trust i'm asking you to help these kids and their families have the best life possible,0.05128205128205128,0.031818181818181815
107,the children's trust really makes a difference what's so valuable about this place is the concentration of passionate caring experts in childhood brain injury all under one roof the greatest research concentration anywhere in the country and that is a tremendous reassurance for families when they're in shock and trying to come to terms with a huge change in their lives,children's trust really makes a difference what's so valuable about this place is the concentration of passionate caring experts in childhood brain injury all under one roof the greatest such reassurance for families when they're in shock and trying to come to terms with a huge change in their lives,0.19672131147540983,0.1940700808625337
108,the background i could hear a high powered engine and sirens and things and she said dad you've got to come quick tom's had a serious,background i could hear sort of high powered engine and sirens and things and she said dad you got to come quick because toms had a serious,0.23076923076923078,0.17293233082706766
109,it wasn't long before he began to reap the benefits of what the dedicated staff here had to offer,it wasn't long before he began to reap the benefits of what the dedicated staff here had to offer,0.0,0.0
110,more children with serious brain injuries that the trust would like to be able to,more children with serious brain injuries that the trust would like to be able to,0.0,0.0
111,this is where you come in because i'm asking you to donate now to this life changing cause and help provide more brain injury experts to work with children and their families across the uk,this is where you come in because i'm asking you to donate now to this life changing cause and help provide more brain injury experts to work with children and their families across the uk,0.0,0.0
112,very personal journey to discover how this one bony blueprint has shaped such massive diversity across the animal kingdom and how it has come to dominate life on planet,very personal journey to discover how this one bony blueprint has shaped such massive diversity across the animal kingdom and how it has come to dominate life on planet earth,0.034482758620689655,0.03571428571428571
113,this is the jaw of the largest living toothed predator on the,this is a jaw from the largest living tooth prelator on the,0.3333333333333333,0.14754098360655737
114,the teeth can be 20cm long and they're all roughly the same in terms of their shape this makes them perfectly adapted for grabbing and killing now teeth and jaws absolutely fascinate me because they reveal so many of the secrets behind an animal's life and their,teeth can be 20 centimeters long and they're all roughly the same in terms of their shape this makes them perfectly adapted for grabbing and killing now teeth and jaws absolutely fascinate me because they reveal so many of the secrets behind the animal's life and their success,0.10638297872340426,0.09541984732824428
115,i'm more than a little curious to see what my own skull looks like,more than a little curious to see what my own skill looks like,0.14285714285714285,0.07575757575757576
116,so weird to look at your own skull whilst you're still alive i think really,it's so weird to look at your own skull whilst you're still alive i think really,0.06666666666666667,0.06666666666666667
117,can they tell us about the evolution of our jaws well what we have here is we have a selection of skulls going all the way back from,they tell us about the evolution of our jaws well what we have here is we have a selection of skulls going all the way back from,0.03571428571428571,0.030303030303030304
118,an edge to edge bite which means that his front teeth line up perfectly so real nice top and bottom,edge to edge bite which means that his front teeth line up perfectly with each other ag,0.35,0.25252525252525254
119,human evolution we've had a very specific type of diet which is lots of rough hard,evolution we've had a very specific type of diet which is a lot of rough hard,0.1875,0.10975609756097561
120,and fibrous isn't it exactly yeah we really have to chew hard to make our food work for us and all of,chose exactly yeah we really have to chew hard to make our food work for us and all of,0.18181818181818182,0.1782178217821782
121,work is stimulating our jaws to grow it stimulates our teeth which stimulates the jaws and then the whole face responds in kind to these,work is stimulating our jaws to grow it stimulates our teeth which stimulate the jaws and then the whole face responds and kind to these,0.08,0.022058823529411766
122,don't have that same type of interaction between the food and the jaws any more,we don't have that same type of interaction between the food and the jaws anymore,0.2,0.05063291139240506
123,i have another skull for you i just happen to have it in my bag as i often,i have another skull for you i just happened to have it in my bag as i often do,0.1111111111111111,0.06756756756756757
124,is a skull i've had printed off from a 3d image but where does this fit with the jaw story,a skull that i've had printed off from a 3d image but where does this fit with the jeor story,0.15,0.12222222222222222
125,gentlemen here what we can see is that while you are not quite as bad as our modern individual over,gentleman here what we can see is that while you're not quite as bad as our modern individual over,0.15,0.030303030303030304
126,towards modern but not quite as bad as this gentleman here it's reassuring can we,towards modern but not quite as bad as this gentleman here crivery sharing {lg} can we,0.2,0.1728395061728395
127,will happen to humans in the future will this carry on will they get smaller i think it's a bit hard to,will happen to humans in the future will this carry on will it get smaller i think it's a bit hard to,0.045454545454545456,0.038834951456310676
128,who knows what our diet will be like 50 or 100 or 200 years from now we,who knows what our diet is going to be like 50 or 100 or 200 years from now,0.23529411764705882,0.18309859154929578
129,again just how malleable changeable adaptable not only the skull but bones and skeletons in general,again just how malleable changeable adaptable not only the skull but bones and skeletons in general,0.0,0.0
130,is evolution in action and it is happening to us we are not outside of our environment we are still evolving and adapting to everything,evolution in action as we can see it and it is happening to us we are not outside of our environment we are still evolving and adapting to everything,0.24,0.14814814814814814
131,arms are the lower jaw bones or mandibles of the snake and these two elastic,and these two elastic,0.7333333333333333,0.7236842105263158
132,are the ligaments that hold the jaws together,are the ligaments that hold the jaws together,0.0,0.0
133,one is worn down new ones are pushed forward from the back of the mouth a bit like a conveyor belt as the last one is worn down and is finally lost the elephant can no longer eat and this marks the end of the animal's life,one is worn down new ones are pushed forward from the back of the mouth a bit like a conveyor belt as the last one is worn down and is finally lost the elephant can no longer eat and this marks the end of the animal's life,0.0,0.0
134,the walrus has these enormous tusks these are actually specialised canine teeth which erupt from the upper jaw,walrus has these enormous tasks now these are actually specialized k9 teeth which are rupped from the upper jaw,0.3888888888888889,0.2
135,but when scientists looked in the stomachs of walruses they found they can have up to 70 kilograms of shellfish meat and not a single shell,when scientists looked in the stomachs of walruses they found that they can have up to 70 kilograms of shellfish meat are not a single shell,0.11538461538461539,0.07913669064748201
136,so they've got the shellfish at the front of their mouths and lips their teeth are held together very tightly and this tongue is pushed forward,they've got a shelfish at the front of their mouths and their tieths are held together very tightly and this tongue is pushed forward,0.19230769230769232,0.0979020979020979
137,that really help maximise any chance of getting some grub,that really help maximize any chance of getting some grub,0.1,0.017543859649122806
138,bones but the orientation the number of bones everything but more than that,bones but they're orientation the number of bones everything but more than that,0.07692307692307693,0.05333333333333334
139,the human shoulder has an amazing ability to release stored energy from a huge crisscrossing network of tendons and ligaments,human shoulder has an amazing ability to release stored energy from the huge criss crossing network of tendons and ligaments,0.2,0.064
140,secondly and really importantly is the very low position of the shoulder blade,secondly and really importantly is the very low position of the shoulder blade,0.0,0.0
141,all happened about two million years ago way before we existed as homo sapien back in the day when homo erectus roamed the,it all happened about two million years ago way before we existed as homo sapien back in the day when homo erectus roamed the,0.043478260869565216,0.02459016393442623
142,this lemur from madagascar is the world's largest nocturnal primate,this lemur from madagascar is the world's largest knock turnal primate,0.2,0.04477611940298507
143,unique in the primate world now i've got one in my hip but nothing else has one in its,unique in the primate world now i've got one in my hip but nothing else has one in its,0.0,0.0
144,the model village in great yarmouth to see one of the descendants of edison's kinetoscope the mutoscope they're,model village in great yarma to see one of the descendants of edison's cantescope the mut scope,0.2777777777777778,0.1891891891891892
145,but the men i'm off to see aren't after catching fish they want much bigger beasts sheep,the men i'm off the sea aren't after cutching fish they want much bigger beasts sheep,0.23529411764705882,0.09090909090909091
146,when when we've finished there'll be no sheep on these,when we finished there will be no sheep on these hells,0.5,0.3148148148148148
147,exactly what they did at one point they're putting 2 000 volts down the wire so we can,exactly what they did at one point they're putting 2000 voults down the wire so we can,0.16666666666666666,0.023255813953488372
148,hefty voltage that's going down the cable until finally it just,heafty voltage that's going down the cable until finally it just,0.09090909090909091,0.015873015873015872
149,two weeks how much did it cost 700 000 by,two weeks agfustely cost 700000 pounds,0.7,0.5121951219512195
150,big ship capable of carrying 2 000 miles of atlantic cable in,big ship capable of carrying 2000 miles of atlantic cable in,0.16666666666666666,0.01639344262295082
151,to sport relief's top dog where after weeks of fun and games we've reached the second semifinal yes we've reached the business end of the series and at stake is a place in tomorrow's grand final alongside sally gunnell's team before then two of our best teams will be competing against each other in three dog friendly games,to sport reliefs top dog where after weeks of fun and games we've reached the second semifinal yes we've reached the business end of the series and at stake is a place in tomorrow's grand final alongside sally gunald's team now before then two of our best teams will be competing against each other in three dog friendy games,0.06896551724137931,0.027777777777777776
152,a show full of dog lovers their happiness is our number one priority which is why we have five highly qualified experts standing by to look,of dog lovers that happiness is our number one priority which is why we have five highly qualified experts standing by to look our,0.19230769230769232,0.1366906474820144
153,travel and the more time it will cost them points will be banked once the dog,and the more time it will cost them points will be banged once the dog,0.125,0.1038961038961039
154,will be the team that collects the most items within the time limit so let's get the wheels in motion for shop,be the team that collects the most items within the time limit so let's go the wheels in emotion for shop,0.13636363636363635,0.07272727272727272
155,sport relief the money being raised will change the lives of some of the most vulnerable people around the world and back here in,the money being raised will change the lives of some of the most vulnerable people around the world and right here in the,0.16666666666666666,0.17054263565891473
156,text counts so please do give if you can now we have our last two to play so for team jenni,text counts so please do give if you can now we have our last two to play so for team jennie,0.047619047619047616,0.01098901098901099
157,as well as the dog has to sit and stay for three seconds and there's a surprise,as well as the dog has to sit and stay for three seconds and there's a surprise,0.0,0.0
158,will be completed one dog at a time and if an obstacle is refused or incorrectly cleared they'll hear this sound eh ehh they will only get two,will be completed one dog at a time and if an obstacle is refused or incorrectly cleared then they'll hear this sound they will only get two,0.10714285714285714,0.08450704225352113
159,that completes the course in the fastest time will take overall victory and go through to the grand final joining team,completes the course in the fastest time will take overall victory and go through to the grand final joining team,0.047619047619047616,0.0423728813559322
160,with team sally will they go one better and claim the title of sport relief's,with team sally will they go one better and claim the title of sport reliefs,0.06666666666666667,0.012987012987012988
