index,ground_truth,prediction,wer,cer
54,barney does we go into secondary schools in the north wales area and he works with students with social emotional and behavioural,barney does we go into secondary schools in the north wales area and he works with students with social emotional and behavioral,0.045454545454545456,0.007751937984496124
55,gaby tell me all about whizz whizz is a ten year old working,{ns} i tell me all about this whis is a 10 year old working,0.38461538461538464,0.23333333333333334
56,to travel to retrieve it the more time it will cost them points will be banked once the dog has brought the buoy back to the handler the team with the highest score is the winner we flipped a coin to see who's going first and as lesley go,travel to retrieve it the more time it will cost them points will be banked once the dog has brought the boy back to the handler the teen with the higher score is the winner now we flipped according to see who's going first and as leslie and whis go,0.20408163265306123,0.1092436974789916
57,now all dogs love a treat but how about a treat for all of you at home it's time for daisy and whizz to do the wet dog,now all dogs love a treat but how about a treat for all of you at home it's time for days and weirs to do the wet dog,0.07142857142857142,0.0423728813559322
58,and happiness of our dogs is our number one priority which is why we have five fabulous experts to look after,happiness of our dogs is our number one priority which is why we have five fabulous experts to look after the,0.09523809523809523,0.07339449541284404
59,time for our next game and one in which speed is of the essence it's the turn of our celebrity team captains we,for our next game and one in which speed is of the essence and it's the turn of our celebrity team captains we,0.08695652173913043,0.08108108108108109
60,sport relief the money that is being raised will change the lives of some of the most vulnerable people around the world and right here in the uk,relief the money that is being raised will change the lives of some of the most vulnerable people around the world and right here in the uk,0.03571428571428571,0.041379310344827586
61,every text really can make difference so please do give if you can now it's time for game number three and a challenge that requires a good ear and some good behaviour we have our final two to play for team,every text really can make a difference so please not give if you can now it's time for game number three and a challenge that requires a good here and some good behavior and we have our final tools play for teen,0.1951219512195122,0.08737864077669903
62,of these terrier breeds is known as the king of the,of these terrier breeds is known as the king of the,0.0,0.0
63,congratulations that 2 1 lead will earn them a very handy time advantage as we arrive at the final deciding game yes it's time for the,one lead will earn them a very handy time advantage as we arrive in the final disciting game yes it's time for the,0.23076923076923078,0.20149253731343283
64,buzzer they will only get two attempts at each obstacle and they cannot move on until they hear this sound ding the team that completes the course in the fastest time will take overall victory and be in with the chance of going through to the grand final team matt are in,they will only get two attempts at each obstacle and they cannot move on until they hear this sounds the team that completes the course in the fastest time will take overall victory and be in with the chance of going through to the grand final team mat are in the,0.09615384615384616,0.06273062730627306
65,to qualify for the semifinals well only the top four winning times of the series will make it through their time,qualify for the semi finals well only the top four winning times and the series will make it through and their time are,0.2857142857142857,0.13392857142857142
66,sign up for an event near you you can find all the details fundraising ideas and buy dog related sport relief treats at thanks,sign up for an event near you you can find all the details fundraising ideas and by dog related sport relief treats at bbc dot codot uk slash sport relief,0.3333333333333333,0.2619047619047619
67,no no no no no she's quite pretty actually what do we think,no no no no no it's quite brilliant actually what do we think,0.15384615384615385,0.1864406779661017
68,day i'd come home and look at it and i'd tug one off,a little poem,1.0,0.8461538461538461
69,yeah it's just i really wanted to get this forensic profile done in the quiet,yeah just i really wanted to get this forentic profile done,0.3333333333333333,0.24675324675324675
70,him that cos me and my brother tried to make him smoke you know for the internet,that because me and my brother tried to make him smoke you know for the internet,0.11764705882352941,0.1125
71,but he never learnt or he was too proud and then he died,you never left he was too prayle and lady died,0.5384615384615384,0.4107142857142857
72,there's a rock formation shaped like a cock and,the movie tc web x27 sb it,1.0,0.7659574468085106
73,jesus says why do you look at the speck of dust in your brother's eye when you have a plank in your own,do you look at the speck of saudist in your brother's eye when you have a plank in your own,0.17391304347826086,0.18446601941747573
74,would be weird if i hadn't cried so i understand ok,it'd be weird if i hadn't have cried and so i understand if you're,0.45454545454545453,0.4117647058823529
75,no because i slept with her a lot many many times well once a week,no because i've set with her a lot many many times well once a week,0.13333333333333333,0.07575757575757576
76,vastly diminished on its own like i always say there's no i' in pizza,vastly diminished on its own like i always say there's no eye in pizzy,0.14285714285714285,0.057971014492753624
77,have had sex many times with charlotte,had sex many times,0.42857142857142855,0.5263157894736842
78,personally nah but i signed a contract to look after some lanky posh twat so might as,personally no but i signed a contract to look after some lanky posh to that so might as well,0.23529411764705882,0.12941176470588237
79,we lived in this really old house and every night i would hear this scratching sound yeah so one night i got up,lived in this really old house and every night i would hear this scratching the sound so one night i got up,0.13043478260869565,0.10810810810810811
80,i went downstairs and there across the hallway were these tiny bloody footprints,downstairs and there across the hallway with these tiny bloody footprints,0.23076923076923078,0.125
81,so i went into the kitchen and there in front of me dripping with blood a kitten,kenyika kerganger in front of me in front of you i'm not like to do it on a ted,1.0,0.6875
82,i'd like to apologise to each of yous for all my piss,like to apologize to each of these for all my pastor,0.3333333333333333,0.24528301886792453
83,on about being from the north but at the end of the day you're still an english,are about being from the north but at the end of the day you're still an english,0.058823529411764705,0.0379746835443038
84,to show you something of how nature itself can have extraordinary destructive force,i want to show you something of how nature itself can have extraordinary destructive force,0.15384615384615385,0.08433734939759036
85,instead of doing that we decided to create our own using,instead of doing that we decided to create our beer incupsia,0.18181818181818182,0.17857142857142858
86,going to come out of the back of here at well over 100mph possibly considerably more and i'm going to try and walk up the back and experience how it feels to,come out of the back of here of well over 100 miles of air possibly considerably more i'm going to try and walk up the back and experience how it feels to,0.25,0.17197452229299362
87,i've just been pretty much blown into the next county,just been pretty much blown into the next county,0.1,0.09433962264150944
88,imagine what would be caused by something heavier you have to say looking at this that there,imagine what would be caused by something heavier you have to say looking at this that they're,0.058823529411764705,0.021739130434782608
89,that tornadoes this remarkable force of nature have the power to make us feel incredibly fragile and vulnerable and for that reason they are without doubt,the tornados this remarkable force of nature have the power to make us feel incredibly fragile and vulnerable and for that reason they are without doubt deadly,0.11538461538461539,0.06493506493506493
90,river there are plenty of alligators here and this would be our most obvious choice but actually our target animal is just as prehistoric just as big and has even fiercer teeth,there are plenty of allegates here this would be our most obvious choice but actually our target animal is just as big and has it even fit in teeth,0.28125,0.23295454545454544
91,i think from the fact that bubba's cut his engines that this could be where we start,think from the fact that bubbers cut his engines that this could be where we start fish,0.17647058823529413,0.10714285714285714
92,so the way that this is working is we're going to put a whole bunch of rods all the way down the shore here places where we think there are fish and they have a,the way that this is working is we're going to put a whole bunch of rots all the way down the short here places where we think they're our fish and they have a,0.14285714285714285,0.0625
93,one of our lines is going and going fast it's just downriver now,what if our lines is going and going fast just down river now,0.38461538461538464,0.171875
94,absolutely awed and so surprised by a,absolutely all that's so surprised but,0.5714285714285714,0.2972972972972973
95,even a good sized alligator is going to leave this well alone and it's just free to roam in these waters searching out for other fish to feed on perhaps feeding,even a good size allegator is going to leave this well alone and it's just free to roam in these waters searching out for other fish to feed on perhaps feeding,0.06451612903225806,0.0125
96,fang like pointed there's simply no way any prey is getting away once this has got hold of,like pointed there is simply no way any prey is getting away once this has got a hold of it,0.2777777777777778,0.13333333333333333
97,it this is the largest freshwater fish on the continent and i don't think that anyone seeing this is going to doubt that for a single second the alligator gar prehistoric,{lg} this is the largest freshwoods of the continent and i don't think anyone seeing this is going to doubt that for a single second the allegator guard prehistoric,0.22580645161290322,0.12352941176470589
98,a mighty monster with a mighty mouth and undoubtedly deadly,mighty monster with a mighty mouth and undoubtedly deadly,0.1,0.03389830508474576
99,i'm going to be putting on some dark gloves to cover up the white of my fingers,i'm going to be putting on some silves to cover up the white of my fingers,0.11764705882352941,0.08860759493670886
100,as being playful comics of the underwater world but then when you see a big male it is a whole different story they're so territorial those big teeth and they let,being playful comics of the underwater world but then when you see a big male it is a whole different story there's so territorial there's big teeth and they let,0.0967741935483871,0.06790123456790123
101,the red diamond rattlesnake is actually quite unusual what we saw earlier on as we came up to it is quite typical of this particular animal they go out and they actively seek their prey most,unusual what we saw earlier oggs we came up to it is quite typical of this particular animal they go out and they actively see at their pray most,0.3333333333333333,0.2789473684210526
102,more proactive in how it finds its prey i have to say that i really wouldn't want to be a rat or a mouse out on a night like tonight with snakes like this just waiting to,more proactive and how it finds its prey i have to say that i really wouldn't want to be a rat or a mouse out on a night like tonight with snakes like this just waiting to,0.02702702702702703,0.011764705882352941
103,hunter and the largest rattlesnake in baja undeniably,hunter and the largest rattle snake in bar undeniably,0.375,0.05660377358490566
104,back in 2006 i was in a very high speed and subsequently very highly publicised car crash i was pulled from the wreckage with extensive brain injuries the road to recovery was for me long and tough but it was a lot tougher for my family i've been extremely lucky some brain injuries can leave a person needing constant care and long term rehabilitation imagine how much worse that is when it happens to a child,back in 2006 i was in a very high speed and subsequently very highly publicized car crash it was pulled from the reckage to recovery was for me long and tough but it was a lot tougher for my family i've been extremely lucky some brain injuries can leave a person needing constant care and long term rehabilitation imagine how much worse that is when it happens to a child,0.11842105263157894,0.1024390243902439
105,thankfully there is a charity dedicated to helping families like anne marie's it's called the children's trust and it's the uk's leading charity for children with brain,thankfully there is a charity dedicated to helping families like amaris it's called the children's trust and it's the uk's leading charity for children with brain,0.07407407407407407,0.03571428571428571
106,and i've seen how this charity helps young people with really complex health needs rebuild their lives on behalf of the children's trust i'm asking you to help these kids and their families have the best life possible at,i've seen how this charity helps young people with really complex health needs rebuild their lives on behalf of the children's trust i'm asking you to help these kids and their families have the best life possible,0.05128205128205128,0.031818181818181815
107,the children's trust really makes a difference what's so valuable about this place is the concentration of passionate caring experts in childhood brain injury all under one roof the greatest research concentration anywhere in the country and that is a tremendous reassurance for families when they're in shock and trying to come to terms with a huge change in their lives,children's trust really makes a difference what's so valuable about this place is the concentration of passionate careing experts in childhood brain injury all under one roof the greatest research concentration of passionate experts in childhood brain injury all under one roof and that is a tremendous reassurance with a huge change in their lives,0.3770491803278688,0.2641509433962264
108,the background i could hear a high powered engine and sirens and things and she said dad you've got to come quick tom's had a serious,background i could hear sort of high powered engine and sirens and she said dad you got to come quick because toms had a serious,0.3076923076923077,0.2556390977443609
109,it wasn't long before he began to reap the benefits of what the dedicated staff here had to offer,it wasn't long before he began to reap the benefit of what the dead he gained to staff had to offer,0.3157894736842105,0.17525773195876287
110,more children with serious brain injuries that the trust would like to be able to,more children with serious brain injuries that the trust would like to be able to,0.0,0.0
111,this is where you come in because i'm asking you to donate now to this life changing cause and help provide more brain injury experts to work with children and their families across the uk,i don't you {ns} {ns} i don't have to do it {ns} {ns} {ns} {ns} i don't have to you all,0.9142857142857143,0.7553191489361702
112,very personal journey to discover how this one bony blueprint has shaped such massive diversity across the animal kingdom and how it has come to dominate life on planet,very personal journey to discover how this one bony blueprint has shaped such massive diversity across the animal kingdom and how it has come to dominate life on planet earth,0.034482758620689655,0.03571428571428571
113,this is the jaw of the largest living toothed predator on the,this is a jaw from the largest living tooth predator on the,0.25,0.13114754098360656
114,the teeth can be 20cm long and they're all roughly the same in terms of their shape this makes them perfectly adapted for grabbing and killing now teeth and jaws absolutely fascinate me because they reveal so many of the secrets behind an animal's life and their,tink the be 20 centimeters low and they were roughly the same in terms of their shape this makes them perfectly adapted for grabbing and killing and they take those doors absolutely fascinate me because they reveal so many of the secrets behind the animal's life and their success,0.3191489361702128,0.2099236641221374
115,i'm more than a little curious to see what my own skull looks like,more than a little curious to see what my own skill looks like,0.14285714285714285,0.07575757575757576
116,so weird to look at your own skull whilst you're still alive i think really,it's an earnest me arguitous kkm it's not to do you i'm not like to do you like this moberty's msp about it what's you want to,1.7333333333333334,1.24
117,can they tell us about the evolution of our jaws well what we have here is we have a selection of skulls going all the way back from,they tell us about the evolution of our jaws jc well what we have here is we have a selection of skulls going all the way back from,0.07142857142857142,0.05303030303030303
118,an edge to edge bite which means that his front teeth line up perfectly so real nice top and bottom,estaun's schnosis my bargs and slows and h al massims and,0.95,0.7575757575757576
119,human evolution we've had a very specific type of diet which is lots of rough hard,evolution we've had a very specific type of diet which is a lot of rough hard,0.1875,0.10975609756097561
120,and fibrous isn't it exactly yeah we really have to chew hard to make our food work for us and all of,chose exactly yeah we really have to chew hard to make our food work for us and all of,0.18181818181818182,0.1782178217821782
121,work is stimulating our jaws to grow it stimulates our teeth which stimulates the jaws and then the whole face responds in kind to these,work it stimulate our dogs to grow it stimulates our teeth we stimulate the jaws and the whole face response and kindness,0.44,0.20588235294117646
122,don't have that same type of interaction between the food and the jaws any more,we don't have that same type of interaction between the food and the jaws anymore,0.2,0.05063291139240506
123,i have another skull for you i just happen to have it in my bag as i often,i have another skull for you i just happened to have it in my bag as i often do,0.1111111111111111,0.06756756756756757
124,is a skull i've had printed off from a 3d image but where does this fit with the jaw story,that's the world of the worlds aren't you took out to it so you're more based to be more barsing we're not agfarding,1.15,0.9222222222222223
125,gentlemen here what we can see is that while you are not quite as bad as our modern individual over,gentleman here what we can see is that you're not quite as bad as our modern individual over,0.2,0.09090909090909091
126,towards modern but not quite as bad as this gentleman here it's reassuring can we,towards modern but not quite as bad as this gentlemen here rl we're sharing {lg} can we,0.3333333333333333,0.18518518518518517
127,will happen to humans in the future will this carry on will they get smaller i think it's a bit hard to,i don't have to do it i'm going to have it,1.0,0.7475728155339806
128,who knows what our diet will be like 50 or 100 or 200 years from now we,who knows what our diet is going to be like 50 or 100 or 200 years from now,0.23529411764705882,0.18309859154929578
129,again just how malleable changeable adaptable not only the skull but bones and skeletons in general,again just how malleable changeable adaptable not only to skull but bones and skelets in general,0.125,0.04040404040404041
130,is evolution in action and it is happening to us we are not outside of our environment we are still evolving and adapting to everything,evolution in action as we can see it and it is happening to us we are not outside of our environment we are still evolving and adapting to everything,0.24,0.14814814814814814
131,arms are the lower jaw bones or mandibles of the snake and these two elastic,these two alarms are the lower jaw bones or the mandables of the snake and these two elastic,0.3333333333333333,0.2236842105263158
132,are the ligaments that hold the jaws together,the legaments that hold the doors together,0.375,0.2
133,one is worn down new ones are pushed forward from the back of the mouth a bit like a conveyor belt as the last one is worn down and is finally lost the elephant can no longer eat and this marks the end of the animal's life,you can do it because it's really doing to pack it and i did that it's what we have to do it so many of you are the same we have a good thing it's a carris that we have to do it to see a slateger of serveys but,1.0638297872340425,0.7432432432432432
134,the walrus has these enormous tusks these are actually specialised canine teeth which erupt from the upper jaw,walrus has these enormous tasks now these are actually specialized k9 teeth which are rupped from the upper jaw,0.3888888888888889,0.2
135,but when scientists looked in the stomachs of walruses they found they can have up to 70 kilograms of shellfish meat and not a single shell,when scientists instant looked at the stomachs of well regions they found that they can have up to 70 kilograms of shell fish metons are not a single shark,0.4230769230769231,0.26618705035971224
136,so they've got the shellfish at the front of their mouths and lips their teeth are held together very tightly and this tongue is pushed forward,they've got shelfish at the front of their mouths and their tieth are held together very tightly and this tongue is pushed forward,0.19230769230769232,0.0979020979020979
137,that really help maximise any chance of getting some grub,they're really a bit to reactions and injurds and these are in,1.1,0.7719298245614035
138,bones but the orientation the number of bones everything but more than that,bones but their orientation the number of bones everything but more than that,0.07692307692307693,0.02666666666666667
139,the human shoulder has an amazing ability to release stored energy from a huge crisscrossing network of tendons and ligaments,the same is the idea because you're receased tools and extrased to the tunes of the r subjects of the r subjects,1.0,0.728
140,secondly and really importantly is the very low position of the shoulder blade,secondly and really importantly is the very low position of the shoulder blades,0.07692307692307693,0.01282051282051282
141,all happened about two million years ago way before we existed as homo sapien back in the day when homo erectus roamed the,it all happened about two million years ago way before we existed as homo sapien back in the day when homo erectus roped the,0.08695652173913043,0.040983606557377046
142,this lemur from madagascar is the world's largest nocturnal primate,this lema from madagascar is the world's largest not turnal primate,0.3,0.05970149253731343
143,unique in the primate world now i've got one in my hip but nothing else has one in its,skylvalia to trade the baddom of the tower not on the demile that premivations to that,1.0,0.7558139534883721
144,the model village in great yarmouth to see one of the descendants of edison's kinetoscope the mutoscope they're,model village in great yarma to see one of the descendants of edison's cantescope the mutuscope,0.2777777777777778,0.1891891891891892
145,but the men i'm off to see aren't after catching fish they want much bigger beasts sheep,the world of the heart is not {ns} {ns} {ns} {ns} {ns} {ns} {ns},0.9411764705882353,0.7159090909090909
146,when when we've finished there'll be no sheep on these,in the squeezer refinitions for the problem of the privates,1.0,0.7222222222222222
147,exactly what they did at one point they're putting 2 000 volts down the wire so we can,exactly what they did at one point they're putting 2000 volks down the wire ca so what's,0.3333333333333333,0.11627906976744186
148,hefty voltage that's going down the cable until finally it just,heavy voltage that's going down the cable until finally it just,0.09090909090909091,0.031746031746031744
149,two weeks how much did it cost 700 000 by,two weeks 700000 pounds,0.8,0.6829268292682927
150,big ship capable of carrying 2 000 miles of atlantic cable in,big ship capable of carrying 2000 miles of the lantic cable in,0.3333333333333333,0.08196721311475409
151,to sport relief's top dog where after weeks of fun and games we've reached the second semifinal yes we've reached the business end of the series and at stake is a place in tomorrow's grand final alongside sally gunnell's team before then two of our best teams will be competing against each other in three dog friendly games,sport relieves top dog where after weeks of funner games we've reached the second semifinal yes we've reached the business end of the series and at stake is a place in tomorrow's grand final alongside sally gunald's team now before then two of our best teams will be competing against each other in three dog friendly games,0.10344827586206896,0.04938271604938271
152,a show full of dog lovers their happiness is our number one priority which is why we have five highly qualified experts standing by to look,of dog lovers that happiness is our number one priority which is why we have five highly qualified experts standing by to look our,0.19230769230769232,0.1366906474820144
153,travel and the more time it will cost them points will be banked once the dog,and the more time is we costom boys will be banked once the door,0.4375,0.2727272727272727
154,will be the team that collects the most items within the time limit so let's get the wheels in motion for shop,be the team that connects the most items within the time limits and let's get the real s emotion of the shop,0.4090909090909091,0.20909090909090908
155,sport relief the money being raised will change the lives of some of the most vulnerable people around the world and back here in,sport relief the money being raised will change the lives of some of the most vulnerable people around the world and right here in the,0.08333333333333333,0.06976744186046512
156,text counts so please do give if you can now we have our last two to play so for team jenni,text counts so please do give if you can now we have our last two to plays of a team jenny,0.19047619047619047,0.06593406593406594
157,as well as the dog has to sit and stay for three seconds and there's a surprise,as well as the dog has to sit and stay for three seconds and there's a surprise,0.0,0.0
158,will be completed one dog at a time and if an obstacle is refused or incorrectly cleared they'll hear this sound eh ehh they will only get two,be completed one dogs at time and if an obstacle is all the user then they'll hear this out they will only get two,0.35714285714285715,0.30985915492957744
